"All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,,"Fluted Barrel, Smallbore ","Ricochet Rounds, High-Caliber Rounds","Rapid Hit, Quickdraw, Killing Wind","Opening Shot, Snapshot Sights, Moving Target",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","High-Caliber Rounds, Ricochet Rounds","Rapid Hit, Quickdraw, Killing Wind","Opening Shot, Snapshot Sights, Moving Target",Handling or Range,"mkb,pvp"
,,,,,,,
IKELOS_HC_v1.0.2,Void,"Fluted Barrel, Smallbore, Corkscrew Rifling","Seraph Rounds, Tactical Mag, Appended Mag","Subsistence, Triple Tap","Vorpal Weapon, Rampage, Disruption Break",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Seraph Rounds, Accurized Rounds","Threat Detector, Slideways","Eye of the Storm, High-Impact Reserves",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","Seraph Rounds, Accurized Rounds","Threat Detector, Slideways","Eye of the Storm, High-Impact Reserves",Handling or Range,"mkb,pvp"
,,,,,,,
Nation of Beasts,Arc,"Fluted Barrel, Smallbore, Corkscrew Rifling","Tactical Mag, Extended Mag","Outlaw, Ambitious Assassin","Explosive Payload, Rampage, Kill Clip",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag",Opening Shot,"Explosive Payload, Kill Clip",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag",Opening Shot,"Explosive Payload, Kill Clip",Handling or Range,"mkb,pvp"
,,,,,,,
Nature of the Beast,Arc,"Fastdraw HCS, Steadyhand HCS, Truesight HCS","Tactical Mag, Appended Mag, Extended Mag",Subsistence,"Vorpal Weapon, Demolitionist, Dragonfly",Reload,"mkb,controller,pve"
,,"Steadyhand HCS, Fastdraw HCS","Accurized Rounds, Tactical Mag","Quickdraw, Snapshot Sights","Rangefinder, Vorpal Weapon, Demolitionist",Handling or Stability,"controller,pvp"
,,"Fastdraw HCS, Truesight HCS","Accurized Rounds, Tactical Mag","Quickdraw, Snapshot Sights","Rangefinder, Vorpal Weapon, Demolitionist",Handling or Range,"mkb,pvp"
,,,,,,,
Posterity,Arc,"Fluted Barrel, Smallbore, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Reconstruction, Rapid Hit, Feeding Frenzy","Rampage, Demolitionist, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag","Killing Wind, Reconstruction, Rapid Hit","Opening Shot, Demolitionist",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","Accurized Rounds, Tactical Mag","Killing Wind, Reconstruction, Rapid Hit","Opening Shot, Demolitionist",Handling or Range,"mkb,pvp"
,,,,,,,
The Palindrome,Void,"Fluted Barrel, Smallbore, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Overflow, Subsistence, Bottomless Grief, Outlaw","One for All, Thresh, Rampage, High-Impact Reserves",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Ricochet Rounds, High-Caliber Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","High-Caliber Rounds, Ricochet Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Range,"mkb,pvp"
,,,,,,,
The Palindrome (Adept),Void,"Fluted Barrel, Smallbore, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Overflow, Subsistence, Bottomless Grief, Outlaw","One for All, Thresh, Rampage, High-Impact Reserves",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore ","Ricochet Rounds, High-Caliber Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Stability,"controller,pvp"
,,"Fluted Barrel, Smallbore ","High-Caliber Rounds, Ricochet Rounds","Quickdraw, Killing Wind, Overflow","Rangefinder, High-Impact Reserves",Handling or Range,"mkb,pvp"
,,,,,,,
Waking Vigil,Arc,"Fastdraw HCS, Steadyhand HCS, Truesight HCS","Armor-Piercing Rounds, Appended Mag, Extended Mag","Rapid Hit, Outlaw, Surplus","Kill Clip, Vorpal Weapon, Dragonfly, Disruption Break",Reload,"mkb,controller,pve"
,,"Steadyhand HCS, Fastdraw HCS","Ricochet Rounds, High-Caliber Rounds","Rangefinder, Rapid Hit, Killing Wind","Opening Shot, Snapshot Sights, Kill Clip",Handling or Stability,"controller,pvp"
,,"Fastdraw HCS, Truesight HCS","High-Caliber Rounds, Ricochet Rounds","Rangefinder, Rapid Hit, Killing Wind","Opening Shot, Snapshot Sights, Kill Clip",Handling or Range,"mkb,pvp""All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,"controller,pvp",,,,,,
Intro,"mkb,pvp",,,,,,
,,,,,,,
Name,Element,Sights/Barrels,Magazine,Perk 1,Perk 2,Masterwork,Tags
Corsair's Wrath,Solar,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Outlaw, No Distractions, Pulse Monitor","High-Impact Reserves, Demolitionist, Thresh",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target, Killing Wind","Quickdraw, High-Impact Reserves, Unrelenting",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target, Killing Wind","Quickdraw, High-Impact Reserves, Unrelenting",Charge Time,"mkb,pvp"
,,,,,,,
Reeds Regret,Stasis,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Triple Tap, Clown Cartridge, Surplus","Vorpal Weapon, Firing Line",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"mkb,pvp"
,,,,,,,
Reeds Regret (Adept),Stasis,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Triple Tap, Clown Cartridge, Surplus","Vorpal Weapon, Firing Line",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Surplus, Quickdraw, Killing Wind","Harmony, Rampage, Headstone",Charge Time,"mkb,pvp"
,,,,,,,
Tarantula,Arc,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Field Prep, Feeding Frenzy, Pulse Monitor","Dragonfly, Wellspring, Box Breathing",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target","Snapshot Sights, Rampage",Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Firmly Planted, Moving Target","Snapshot Sights, Rampage",Charge Time,"mkb,pvp"
,,,,,,,
Threaded Needle,Void,"Fluted Barrel, Smallbore, Hammer-Forged Rifling","Enhanced Battery, Ionized Battery, Accelerated Coils","Auto-Loading Holster, Rapid Hit, Field Prep","Vorpal Weapon, Demolitionist, Frenzy",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Rangefinder, Killing Wind",Demolitionist,Charge Time,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Full Bore","Accelerated Coils, Projection Fuse","Rangefinder, Killing Wind",Demolitionist,Charge Time,"mkb,pvp""All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,"controller,pvp",,,,,,
Intro,"mkb,pvp",,,,,,
,,,,,,,
Name,Element,Sights/Barrels,Magazine,Perk 1,Perk 2,Masterwork,Tags
A Fine Memorial,Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds","Auto-Loading Holster, Field Prep, Subsistence","Frenzy, Demolitionist, Adrenaline Junkie, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Ricochet Rounds, High-Caliber Rounds","Quickdraw, Heating Up","Snapshot Sights, Elemental Capacitor, Demolitionist",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Heating Up, Quickdraw","Snapshot Sights, Demolitionist",Range or Handling,"mkb,pvp"
,,,,,,,
Archon's Thunder,Solar,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Field Prep, Surplus","Rampage, Thresh",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Rangefinder, Killing Wind, Quickdraw","Snapshot Sights, Rampage, Iron Grip",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Rangefinder, Killing Wind, Quickdraw","Snapshot Sights, Rampage",Range or Handling,"mkb,pvp"
,,,,,,,
Avalanche,Solar,"SPO-57 Front, SLO-12 Post, SLO-10 Post","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds","Auto-Loading Holster, Subsistence, Outlaw","Vorpal Weapon, Swashbuckler, Adrenaline Junkie",Reload,"mkb,controller,pve"
,,"SPO-57 Front, SPO-28 Front, SRO-37 Ocular","Ricochet Rounds, High-Caliber Rounds","Surplus, Killing Wind, Zen Moment","Tap the Trigger, Adrenaline Junkie, Swashbuckler",Stability or Handling,"controller,pvp"
,,"SPO-57 Front, SPO-28 Front, SRO-37 Ocular","High-Caliber Rounds, Ricochet Rounds","Surplus, Killing Wind","Tap the Trigger, Adrenaline Junkie, Swashbuckler",Range or Handling,"mkb,pvp"
,,,,,,,
Commemoration,Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Reconstruction, Feeding Frenzy","Rampage, Dragonfly, Unrelenting",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Moving Target, Under Pressure, Eye of the Storm",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Moving Target, Under Pressure, Eye of the Storm",Range or Handling,"mkb,pvp"
,,,,,,,
Corrective Measure,Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Rewind Rounds, Feeding Frenzy, Demolitionist","Firefly, High-Impact Reserves, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Range or Handling,"mkb,pvp"
,,,,,,,
Corrective Measure (Timelost),Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Rewind Rounds, Feeding Frenzy, Demolitionist","Firefly, High-Impact Reserves, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Surplus","Tap the Trigger, High-Impact Reserves",Range or Handling,"mkb,pvp"
,,,,,,,
Seventh Seraph SAW,Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds","Auto-Loading Holster, Field Prep, Clown Cartridge","Firing Line, Vorpal Weapon, Disruption Break",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Ricochet Rounds, High-Caliber Rounds",Zen Moment,"Opening Shot, Elemental Capacitor",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds",Zen Moment,"Opening Shot, Elemental Capacitor",Range or Handling,"mkb,pvp"
,,,,,,,
Shattered Cypher,Void,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Auto-Loading Holster, Field Prep, Heating Up","Rampage, Adrenaline Junkie, Surrounded",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Under Pressure, Heating Up","Snapshot Sights, Zen Moment, Rampage",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Under Pressure, Heating Up","Snapshot Sights, Rampage",Range or Handling,"mkb,pvp"
,,,,,,,
THE SWARM,Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Outlaw, Bottomless Grief, Surplus","Vorpal Weapon, Dragonfly, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Zen Moment, Vorpal Weapon",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Vorpal Weapon",Range or Handling,"mkb,pvp"
,,,,,,,
THE SWARM (Adept),Arc,"Fluted Barrel, Arrowhead Brake, Smallbore","Tactical Mag, Appended Mag, Extended Mag","Outlaw, Bottomless Grief, Surplus","Vorpal Weapon, Dragonfly, One for All",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Zen Moment, Vorpal Weapon",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Killing Wind, Surplus","Tap the Trigger, Vorpal Weapon",Range or Handling,"mkb,pvp"
,,,,,,,
Thermal Erosion,Solar,"Fluted Barrel, Arrowhead Brake, Smallbore","Appended Mag, High-Caliber Rounds, Armor-Piercing Rounds",Field Prep,"Demolitionist, Dragonfly, Wellspring",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Smallbore, Arrowhead Brake","Ricochet Rounds, High-Caliber Rounds","Killing Wind, Quickdraw","Tap the Trigger, Dynamic Sway Reduction, Snapshot Sights",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Killing Wind, Quickdraw","Tap the Trigger, Dynamic Sway Reduction, Snapshot Sights",Range or Handling,"mkb,pvp""All weapons are sorted by slot, and then alphanumeric. ",,,,,,,
Recommendations are in order of importance.,,,,,,,
Order is as follows:,"mkb,controller,pve",,,,,,
,"controller,pvp",,,,,,
Intro,"mkb,pvp",,,,,,
,,,,,,,
Name,Element,Sights/Barrels,Magazine,Perk 1,Perk 2,Masterwork,Tags
BrayTech Werewolf,Kinetic,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Fourth Time's the Charm, Dynamic Sway Reduction","Vorpal Weapon, Swashbuckler, Unrelenting",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Ricochet Rounds, High-Caliber Rounds","Dynamic Sway Reduction, Under Pressure, Slideshot","Tap the Trigger, Eye of the Storm",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Dynamic Sway Reduction, Slideshot","Tap the Trigger, Eye of the Storm",Handling,"mkb,pvp"
,,,,,,,
Chroma Rush,Kinetic,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Subsistence, Feeding Frenzy, Heating Up","Rampage, Adrenaline Junkie, Thresh, Wellspring",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Moving Target, Tunnel Vision","Kill Clip, Tap the Trigger",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Moving Target, Tunnel Vision, Dynamic Sway Reduction","Kill Clip, Tap the Trigger",Handling,"mkb,pvp"
,,,,,,,
False Promises,Kinetic,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Overflow, Subsistence, Feeding Frenzy","Rampage, Swashbuckler, Unrelenting",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","High-Caliber Rounds, Ricochet Rounds","Dynamic Sway Reduction, Overflow, Killing Wind","Eye of the Storm, Zen Moment, Swashbuckler",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Overflow, Dynamic Sway Reduction, Killing Wind","Eye of the Storm, Swashbuckler",Handling,"mkb,pvp"
,,,,,,,
Horror Story,Kinetic,"Hitmark IS, Cleanshot IS, Red Dot Micro","Tactical Mag, Appended Mag, Extended Mag","Subsistence, Outlaw, Ambitious Assassin","Demolitionist, Osmosis, Sympathetic Arsenal",Reload,"mkb,controller,pve"
,,"Red Dot Micro, Rifle Scope ST, Rifle Scope SSF","Accurized Rounds, Tactical Mag","Firmly Planted, Killing Wind","Moving Target, Snapshot Sights, Slideways",Stability or Handling,"controller,pvp"
,,"Red Dot Micro, Rifle Scope ST, Rifle Scope SSF","Accurized Rounds, Tactical Mag","Firmly Planted, Killing Wind","Moving Target, Snapshot Sights, Slideways",Handling,"mkb,pvp"
,,,,,,,
Scathelocke,Kinetic,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Subsistence, Surplus","Rampage, Adrenaline Junkie, Multikill Clip",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Tactical Mag","Heating Up, Under Pressure, Surplus","Eye of the Storm, Adrenaline Junkie",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Heating Up, Under Pressure, Surplus","Eye of the Storm, Adrenaline Junkie",Handling,"mkb,pvp"
,,,,,,,
Seventh Seraph Carbine,Kinetic,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Fourth Time's the Charm, Auto-Loading Holster","Rampage, Swashbuckler, Vorpal Weapon",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","High-Caliber Rounds, Ricochet Rounds","Slideshot, Threat Detector","Moving Target, Rangefinder, Elemental Capacitor",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Slideshot, Threat Detector","Moving Target, Rangefinder, Elemental Capacitor",Handling,"mkb,pvp"
,,,,,,,
The Forward Path,Kinetic,"Hitmark IS, Cleanshot IS, Red Dot Micro","Tactical Mag, Appended Mag, Extended Mag","Fourth Time's the Charm, Feeding Frenzy, Grave Robber","Swashbuckler, Multikill Clip",Reload,"mkb,controller,pve"
,,"Red Dot Micro, Rifle Scope ST, Rifle Scope SSF","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Feeding Frenzy","Tap the Trigger, Eye of the Storm, Iron Grip",Stability or Handling,"controller,pvp"
,,"Red Dot Micro, Rifle Scope ST, Rifle Scope SSF","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Feeding Frenzy","Tap the Trigger, Eye of the Storm, Iron Grip",Handling,"mkb,pvp"
,,,,,,,
The Last Breath,Kinetic,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Subsistence, Demolitionist","Frenzy, One for All, Adrenaline Junkie",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Ricochet Rounds, High-Caliber Rounds","Dynamic Sway Reduction, Demolitionist, Slideshot","Rangefinder, Adrenaline Junkie",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Dynamic Sway Reduction, Demolitionist, Slideshot","Rangefinder, Adrenaline Junkie",Handling,"mkb,pvp"
,,,,,,,
Tigerspite,Kinetic,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Armor-Piercing Rounds, Appended Mag, Extended Mag","Subsistence, Overflow, Outlaw, Ambitious Assassin","Frenzy, Demolitionist, Kill Clip, Swashbuckler",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Ricochet Rounds, High-Caliber Rounds","Overflow, Surplus, Threat Detector","Rangefinder, Kill Clip, Demolitionist",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Overflow, Surplus, Threat Detector","Rangefinder, Kill Clip, Demolitionist",Handling,"mkb,pvp"
,,,,,,,
Age-Old Bond,Void,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Armor-Piercing Rounds, High-Caliber Rounds, Extended Mag","Triple Tap, Dynamic Sway Reduction","Kill Clip, Dragonfly, Ambitious Assassin",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","High-Caliber Rounds, Ricochet Rounds","Tap the Trigger, Dynamic Sway Reduction",Kill Clip,Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Tap the Trigger, Dynamic Sway Reduction",Kill Clip,Handling,"mkb,pvp"
,,,,,,,
Arc Logic,Arc,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Subsistence, Overflow, Feeding Frenzy","Frenzy, Rampage, Demolitionist, Adrenaline Junkie",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Tactical Mag","Heating Up, Tunnel Vision, Overflow","Demolitionist, Elemental Capacitor",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Heating Up, Tunnel Vision, Overflow","Demolitionist, Elemental Capacitor",Handling,"mkb,pvp"
,,,,,,,
Arctic Haze,Solar,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Subsistence, Outlaw, Triple Tap","Dragonfly, Vorpal Weapon, Unrelenting, Thresh",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Tactical Mag","Killing Wind, Outlaw","Eye of the Storm, Elemental Capacitor",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Killing Wind, Outlaw","Eye of the Storm, Elemental Capacitor",Handling,"mkb,pvp"
,,,,,,,
Chrysura Melo,Solar,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Fourth Time's the Charm, Outlaw","Frenzy, Harmony, Demolitionist, Multikill Clip",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Heating Up","Multikill Clip, Demolitionist, Harmony",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag","Dynamic Sway Reduction, Heating Up","Multikill Clip, Demolitionist, Harmony",Handling,"mkb,pvp"
,,,,,,,
Gnawing Hunger,Void,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Subsistence, Field Prep, Auto-Loading Holster","Rampage, Swashbuckler, Demolitionist",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Tactical Mag",Tap the Trigger,"Kill Clip, Multikill Clip",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Tactical Mag",Tap the Trigger,"Kill Clip, Multikill Clip",Handling,"mkb,pvp"
,,,,,,,
Reckless Oracle,Void,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Armor-Piercing Rounds, High-Caliber Rounds, Extended Mag","Outlaw, Auto-Loading Holster","Kill Clip, Swashbuckler, Demolitionist, Triple Tap",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Ricochet Rounds, High-Caliber Rounds","Outlaw, Under Pressure","Kill Clip, Demolitionist, Swashbuckler",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","High-Caliber Rounds, Ricochet Rounds","Outlaw, Under Pressure","Kill Clip, Demolitionist, Swashbuckler",Handling,"mkb,pvp"
,,,,,,,
Shadow Price,Arc,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Fourth Time's the Charm, Overflow, Feeding Frenzy","One for All, Disruption Break, Unrelenting, Thresh",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Appended Mag","Killing Wind, Overflow, Surplus","Swashbuckler, Disruption Break",Stability or Handling,"controller,pvp"
,,"Fluted Barrel, Hammer-Forged Rifling, Smallbore","Accurized Rounds, Appended Mag","Killing Wind, Overflow, Surplus","Swashbuckler, Disruption Break",Handling,"mkb,pvp"
,,,,,,,
Shadow Price(Adept),Arc,"Fluted Barrel, Arrowhead Brake, Corkscrew Rifling","Tactical Mag, Appended Mag, Extended Mag","Fourth Time's the Charm, Overflow, Feeding Frenzy","One for All, Disruption Break, Unrelenting, Thresh",Reload,"mkb,controller,pve"
,,"Fluted Barrel, Arrowhead Brake, Smallbore","Accurized Rounds, Appended Mag","Killing Wind, Overflow, Surplus","Swashbuckler, Disruption Break",Stability or Handling,"controller,pvp"
